,EinheitMastrNummer,DatumLetzteAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer_basic,NichtVorhandenInMigriertenEinheiten,EinheitSystemstatus,NameKraftwerk,NameKraftwerksblock,DatumBaubeginn,AnzeigeEinerStilllegung,ArtDerStilllegung,DatumBeginnVorlaeufigenOderEndgueltigenStilllegung,SteigerungNettonennleistungKombibetrieb,AnlageIstImKombibetrieb,MastrNummernKombibetrieb,NetzreserveAbDatum,SicherheitsbereitschaftAbDatum,Hauptbrennstoff,WeitererHauptbrennstoff,WeitereBrennstoffe,VerknuepfteErzeugungseinheiten,BestandteilGrenzkraftwerk,NettonennleistungDeutschland,AnteiligNutzungsberechtigte,Notstromaggregat,Einsatzort,KwkMastrNummer_extended,Technologie,AusschliesslicheVerwendungImKombibetrieb,NetzbetreiberMastrNummer,Registrierungsdatum,EinheitMastrNummer_extended,DatumLetzteAktualisierung_1,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumBeendigungVorlaeufigenStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus_1,EinheitBetriebsstatus_extended,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten_extended,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_extended,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_extended,Netzbetreiberzuordnungen,Hausnummer_nv,Weic_nv,Kraftwerksnummer_nv,DatenQuelle,DatumDownload,Registrierungsdatum_1,KwkMastrNummer_kwk,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,VerknuepfteEinheiten_kwk,AnlageBetriebsstatus_kwk,AusschreibungZuschlag_kwk,Netzbetreiberzuordnungen_1,DatenQuelle_1,DatumDownload_1,Registrierungsdatum_2,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit,VerknuepfteEinheiten,Frist_nv,WasserrechtAblaufdatum_nv,Netzbetreiberzuordnungen_2,DatenQuelle_2,DatumDownload_2
3845,SEE940475173918,2022-01-28 13:19:20.264740,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE940475173918,2022-01-28 13:19:20.264740,SEL985153167025,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-11-09,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 5,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3846,SEE967544153657,2022-01-31 06:44:58.120908,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE967544153657,2022-01-31 06:44:58.120908,SEL941403562262,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-09-27,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 6,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3848,SEE921059219284,2022-01-31 06:44:56.274958,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE921059219284,2022-01-31 06:44:56.274958,SEL999619105308,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-09-28,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 7,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3849,SEE934242259776,2022-01-31 06:46:05.990806,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE934242259776,2022-01-31 06:46:05.990806,SEL928344258539,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-10-01,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 8,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3851,SEE916435406600,2022-01-31 06:44:25.800668,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE916435406600,2022-01-31 06:44:25.800668,SEL936718101718,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-10-04,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 9,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3853,SEE985206646330,2022-01-31 06:43:57.868029,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE985206646330,2022-01-31 06:43:57.868029,SEL914459915948,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-10-05,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 10,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3854,SEE916115669219,2022-01-31 06:51:17.129833,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE916115669219,2022-01-31 06:51:17.129833,SEL980322037697,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-08-21,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 11,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3934,SEE953574430066,2022-01-31 06:52:47.137078,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE953574430066,2022-01-31 06:52:47.137078,SEL970897496692,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-08-23,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 12,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3935,SEE905939296770,2022-01-31 06:52:20.665675,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE905939296770,2022-01-31 06:52:20.665675,SEL957529154212,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-08-21,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 13,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3936,SEE941552924256,2022-01-31 06:52:45.855833,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE941552924256,2022-01-31 06:52:45.855833,SEL929717666388,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-08-10,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 15,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3938,SEE937791832391,2022-01-31 06:53:40.090202,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE937791832391,2022-01-31 06:53:40.090202,SEL910453532761,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-06-05,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 16,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3939,SEE932569905017,2022-01-31 06:57:54.753237,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE932569905017,2022-01-31 06:57:54.753237,SEL988417881729,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-07-13,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 17,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3940,SEE979353792927,2022-01-31 06:59:02.410751,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE979353792927,2022-01-31 06:59:02.410751,SEL932779977538,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-07-09,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 18,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3941,SEE994826833730,2022-01-31 06:57:13.478383,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE994826833730,2022-01-31 06:57:13.478383,SEL959188229409,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-07-12,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 19,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
3942,SEE987324322059,2022-01-31 07:07:25.527373,,,Verbrennung,,9571.0,,In Betrieb,,,KWK942439510654,,SGE931099506657,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK942439510654,Verbrennungsmotor,,,2019-06-05,SEE987324322059,2022-01-31 07:07:25.527373,SEL973719885797,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24149,,,Hasselfelde,False,30,False,,Kiel,10.179,54.341,,,,,,,,2018-07-13,,,,,Aktiviert,In Betrieb,,False,,,,Küstenkraftwerk K.I.E.L Motor 20,11W0-0000-0163-M,GHKWKIEL,,Erdgas,9571.0,9456.0,True,,,,True,False,,Volleinspeisung,,SGE931099506657,,False,False,False,bulk,2024-01-08,2019-06-05,KWK942439510654,,2022-01-31 07:07:25.230511,2019-11-28,,201645.0,189116.0,,,False,,bulk,2024-01-08,2019-03-07,SGE931099506657,2019-03-07 07:35:04.988557,nach BImSchG i.V.m 13. BImSchV,2018-09-28,"Landesamt für Landwirtschaft, Umwelt und ländliche Räume Schleswig-Holstein",LLUR 707/713-G50/2013/008-5TG,2020-09-28,,,,"SEE918583974024, SEE939823727910, SEE904076796426, SEE940475173918, SEE967544153657, SEE921059219284, SEE934242259776, SEE916435406600, SEE985206646330, SEE916115669219, SEE953574430066, SEE905939296770, SEE941552924256, SEE937791832391, SEE932569905017, SEE979353792927, SEE994826833730, SEE987324322059, SEE963125615224, SEE991765431447, SEE951839779134",False,False,,bulk,2024-01-08
