,EinheitMastrNummer,DatumLetzteAktualisierung,Name,Einheitart,Einheittyp,Standort,Bruttoleistung,Erzeugungsleistung,EinheitBetriebsstatus,Anlagenbetreiber,EegMastrNummer,KwkMastrNummer,SpeMastrNummer,GenMastrNummer,BestandsanlageMastrNummer_basic,NichtVorhandenInMigriertenEinheiten,EinheitSystemstatus,NameKraftwerk,NameKraftwerksblock,DatumBaubeginn,AnzeigeEinerStilllegung,ArtDerStilllegung,DatumBeginnVorlaeufigenOderEndgueltigenStilllegung,SteigerungNettonennleistungKombibetrieb,AnlageIstImKombibetrieb,MastrNummernKombibetrieb,NetzreserveAbDatum,SicherheitsbereitschaftAbDatum,Hauptbrennstoff,WeitererHauptbrennstoff,WeitereBrennstoffe,VerknuepfteErzeugungseinheiten,BestandteilGrenzkraftwerk,NettonennleistungDeutschland,AnteiligNutzungsberechtigte,Notstromaggregat,Einsatzort,KwkMastrNummer_extended,Technologie,AusschliesslicheVerwendungImKombibetrieb,NetzbetreiberMastrNummer,Registrierungsdatum,EinheitMastrNummer_extended,DatumLetzteAktualisierung_1,LokationMastrNummer,NetzbetreiberpruefungStatus,NetzbetreiberpruefungDatum,AnlagenbetreiberMastrNummer,Land,Bundesland,Landkreis,Gemeinde,Gemeindeschluessel,Postleitzahl,Gemarkung,FlurFlurstuecknummern,Strasse,StrasseNichtGefunden,Hausnummer,HausnummerNichtGefunden,Adresszusatz,Ort,Laengengrad,Breitengrad,UtmZonenwert,UtmEast,UtmNorth,GaussKruegerHoch,GaussKruegerRechts,Meldedatum,GeplantesInbetriebnahmedatum,Inbetriebnahmedatum,DatumEndgueltigeStilllegung,DatumBeginnVoruebergehendeStilllegung,DatumBeendigungVorlaeufigenStilllegung,DatumWiederaufnahmeBetrieb,EinheitSystemstatus_1,EinheitBetriebsstatus_extended,BestandsanlageMastrNummer,NichtVorhandenInMigriertenEinheiten_extended,AltAnlagenbetreiberMastrNummer,DatumDesBetreiberwechsels,DatumRegistrierungDesBetreiberwechsels,NameStromerzeugungseinheit,Weic,WeicDisplayName,Kraftwerksnummer,Energietraeger,Bruttoleistung_extended,Nettonennleistung,AnschlussAnHoechstOderHochSpannung,Schwarzstartfaehigkeit,Inselbetriebsfaehigkeit,Einsatzverantwortlicher,FernsteuerbarkeitNb,FernsteuerbarkeitDv,FernsteuerbarkeitDr,Einspeisungsart,PraequalifiziertFuerRegelenergie,GenMastrNummer_extended,Netzbetreiberzuordnungen,Hausnummer_nv,Weic_nv,Kraftwerksnummer_nv,DatenQuelle,DatumDownload,Registrierungsdatum_1,KwkMastrNummer_kwk,Zuschlagnummer,DatumLetzteAktualisierung_kwk,Inbetriebnahmedatum_kwk,Meldedatum_kwk,ThermischeNutzleistung,ElektrischeKwkLeistung,VerknuepfteEinheiten_kwk,AnlageBetriebsstatus_kwk,AusschreibungZuschlag_kwk,Netzbetreiberzuordnungen_1,DatenQuelle_1,DatumDownload_1,Registrierungsdatum_2,GenMastrNummer_permit,DatumLetzteAktualisierung_permit,Art,Datum,Behoerde,Aktenzeichen,Frist,WasserrechtsNummer,WasserrechtAblaufdatum,Meldedatum_permit,VerknuepfteEinheiten,Frist_nv,WasserrechtAblaufdatum_nv,Netzbetreiberzuordnungen_2,DatenQuelle_2,DatumDownload_2
38899,SEE920938494613,2020-09-16 06:57:13.324213,,,Verbrennung,,50.0,,In Betrieb,,,KWK944520256953,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK944520256953,Verbrennungsmotor,,,2020-09-16,SEE920938494613,2020-09-16 06:57:13.324213,SEL915881225063,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24113,,,Brüggerfelde,False,1,False,,Kiel,10.1129,54.293121,,,,,,,,2020-08-28,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Prof. Weber Haus,,,,Erdgas,50.0,50.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,2020-09-16,KWK944520256953,,2020-09-16 06:57:13.232213,2020-08-28,,92.0,50.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
38900,SEE915416439415,2020-09-16 07:00:58.271026,,,Verbrennung,,50.0,,In Betrieb,,,KWK953331507772,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK953331507772,Verbrennungsmotor,,,2020-09-16,SEE915416439415,2020-09-16 07:00:58.271026,SEL993194561306,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24146,,,Jettkorn,False,16,False,,Kiel,10.1806,54.292271,,,,,,,,2020-09-01,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Lisa Hansen Haus,,,,Erdgas,50.0,50.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,2020-09-16,KWK953331507772,,2020-09-16 07:00:58.132030,2020-09-01,,92.0,50.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
38901,SEE951120674469,2020-09-16 07:04:20.210491,,,Verbrennung,,20.0,,In Betrieb,,,KWK959872900720,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK959872900720,Verbrennungsmotor,,,2020-09-16,SEE951120674469,2020-09-16 07:04:20.210491,SEL986333312532,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2020-09-02,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Sauer und Sohn,,,,Erdgas,20.0,20.0,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2020-09-16,KWK959872900720,,2020-09-16 07:04:20.127488,2020-09-02,,39.6,20.0,,,,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
39640,SEE978297647232,2020-09-25 09:46:20.363583,,,Verbrennung,,0.75,,In Betrieb,,,KWK982739752897,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK982739752897,Brennstoffzelle,,,2020-09-25,SEE978297647232,2020-09-25 09:46:20.363583,SEL927119387795,1,,ABR933014996963,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24111,,,,,,,,Kiel,,,,,,,,,,2020-09-08,,,,,Aktiviert,In Betrieb,,False,,,,Ziffers KWK Heizung,,,,Erdgas,0.75,0.75,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2020-09-25,KWK982739752897,,2020-09-25 09:46:20.260583,2020-09-08,,1.3,0.75,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
40046,SEE928810738534,2020-09-30 08:59:36.439703,,,Verbrennung,,51.0,,In Betrieb,,,KWK903996813510,,,,0,Aktiviert,,,,,,,,,,,,,,,,,,,False,,KWK903996813510,Verbrennungsmotor,,,2020-09-30,SEE928810738534,2020-09-30 08:59:36.439703,SEL988639812884,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24114,,,Kaistraße,False,80,True,,Kiel,10.131292,54.312346,,,,,,,,2020-09-16,,,,,Aktiviert,In Betrieb,,False,,,,"BHKW Lindner Hotel, Kaistr. 80 Kiel",,,,Erdgas,51.0,50.0,,,,,False,,,Volleinspeisung,,,,False,False,False,bulk,2024-01-08,2020-09-30,KWK903996813510,,2020-09-30 08:59:36.087701,2020-09-16,,92.0,50.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
40252,SEE953832561136,2020-10-02 08:56:30.196500,,,Verbrennung,,18.0,,In Betrieb,,,KWK921977764309,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK921977764309,Verbrennungsmotor,,,2020-10-02,SEE953832561136,2020-10-02 08:56:30.196500,SEL984579061375,1,,ABR907377652194,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24109,,,,,,,,Kiel,,,,,,,,,,2016-11-15,,,,,Aktiviert,In Betrieb,,False,,,,BHKW GTK 18 Gebäude Wittland,,,,Erdgas,18.0,17.621,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2020-10-02,KWK921977764309,,2020-10-02 08:56:29.667506,2016-11-15,,35.0,18.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
41911,SEE982675032756,2021-02-24 13:51:08.847108,,,Verbrennung,,15.0,,In Betrieb,,,KWK983229817997,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK983229817997,Verbrennungsmotor,,,2020-11-11,SEE982675032756,2021-02-24 13:51:08.847108,SEL901854388002,1,,ABR978166021415,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24143,,,,,,,,Kiel,,,,,,,,,,2020-11-11,,,,,Aktiviert,In Betrieb,,False,,,,BHKW XRGI 15,,,,Erdgas,15.0,14.5,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2020-11-11,KWK983229817997,,2021-02-24 13:51:08.815840,2020-11-11,,31.0,15.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
60024,SEE939208893247,2021-01-25 14:57:29.217055,,,Verbrennung,,140.0,,In Betrieb,,,KWK968041312172,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK968041312172,Verbrennungsmotor,,,2021-01-25,SEE939208893247,2021-01-25 14:57:29.217055,SEL908799616313,1,,ABR966438895512,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24118,,,Gutenbergstraße,False,86,False,,Kiel,10.113145,54.33372,,,,,,,,2014-07-15,,,,,Aktiviert,In Betrieb,,False,,,,BHKW,,,,Erdgas,140.0,140.0,,,,,True,False,,Volleinspeisung,,,,False,False,False,bulk,2024-01-08,2021-01-25,KWK968041312172,,2021-01-25 14:57:29.107679,2014-07-15,,207.0,140.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
61868,SEE982846761591,2021-01-28 09:56:21.012879,,,Verbrennung,,448.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,Dieselkraftstoff,,,,False,,,True,Krankenhaus,,Verbrennungsmotor,,,2021-01-28,SEE982846761591,2021-01-28 09:56:21.012879,SEL905391350294,1,,ABR998307153102,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Chemnitzstraße,False,33,False,,Kiel,10.116955,54.322398,,,,,,,,2013-04-11,,,,,Aktiviert,In Betrieb,,False,,,,NEA SKK 31031,,,,Mineralölprodukte,448.0,448.0,,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62269,SEE996328018066,2022-11-01 05:59:08.170924,,,Verbrennung,,1.0,,In Betrieb,,,KWK910112053941,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK910112053941,Brennstoffzelle,,,2021-01-28,SEE996328018066,2022-11-01 05:59:08.170924,SEL966742030326,1,,ABR980190491669,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24147,,,,,,,,Kiel,,,,,,,,,,2013-02-04,,,,,Aktiviert,In Betrieb,,False,,,,Keller,,,,Erdgas,1.0,0.75,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2021-01-28,KWK910112053941,,2022-11-01 05:59:08.139645,2013-02-04,,2.8,1.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
62585,SEE997943580105,2021-01-28 20:13:28.068331,,,Verbrennung,,360.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,Dieselkraftstoff,,,,False,,,True,Krankenhaus,,Verbrennungsmotor,,,2021-01-28,SEE997943580105,2021-01-28 20:13:28.068331,SEL901190117427,1,,ABR998307153102,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Chemnitzstraße,False,33,False,,Kiel,10.116955,54.322398,,,,,,,,2003-09-25,,,,,Aktiviert,In Betrieb,,False,,,,NEA SKK 47011,,,,Mineralölprodukte,360.0,360.0,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62587,SEE971224212459,2021-01-28 20:17:42.592799,,,Verbrennung,,640.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,Dieselkraftstoff,,,,False,,,True,Krankenhaus,,Verbrennungsmotor,,,2021-01-28,SEE971224212459,2021-01-28 20:17:42.592799,SEL949772072252,1,,ABR998307153102,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Chemnitzstraße,False,33,False,,Kiel,10.116955,54.322398,,,,,,,,2017-11-16,,,,,Aktiviert,In Betrieb,,False,,,,NEA SKK 56680,,,,Mineralölprodukte,640.0,640.0,,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65601,SEE918323398141,2021-02-17 12:20:20.299582,,,Verbrennung,,144.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,"Heizöl, leicht",,,,False,,,True,Telekommunikationsbranche,,Verbrennungsmotor,,,2021-02-17,SEE918323398141,2021-02-17 12:20:20.299582,SEL994750357906,0,2023-12-18,ABR902428166637,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Knooper Weg,False,99,False,,Kiel,10.128443,54.329194,,,,,,,,2003-07-09,,,,,Aktiviert,In Betrieb,,False,,,,PASM NEA Kiel Knooper Weg,,,,Mineralölprodukte,144.0,115.2,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65603,SEE941401485419,2021-02-17 12:25:08.347758,,,Verbrennung,,144.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,"Heizöl, leicht",,,,False,,,True,Telekommunikationsbranche,,Verbrennungsmotor,,,2021-02-17,SEE941401485419,2021-02-17 12:25:08.347758,SEL985698127270,0,2023-12-18,ABR902428166637,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24105,,,Jungmannstraße,False,48,False,,Kiel,10.130918,54.332378,,,,,,,,1991-11-13,,,,,Aktiviert,In Betrieb,,False,,,,PASM NEA Kiel Jungmannstr.,,,,Mineralölprodukte,144.0,115.2,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65605,SEE958361261588,2021-02-17 12:51:15.799829,,,Verbrennung,,720.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,"Heizöl, leicht",,,,False,,,True,Telekommunikationsbranche,,Verbrennungsmotor,,,2021-02-17,SEE958361261588,2021-02-17 12:51:15.799829,SEL937066051106,0,2023-12-18,ABR902428166637,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Kronshagener Weg,False,107,False,,Kiel,10.107029,54.326647,,,,,,,,1983-08-10,,,,,Aktiviert,In Betrieb,,False,,,,PASM NEA Kiel Kronshagener,,,,Mineralölprodukte,720.0,576.0,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65606,SEE939474045067,2021-02-17 12:58:36.463143,,,Verbrennung,,225.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,"Heizöl, leicht",,,,False,,,True,Telekommunikationsbranche,,Verbrennungsmotor,,,2021-02-17,SEE939474045067,2021-02-17 12:58:36.463143,SEL975921009183,0,2023-12-18,ABR902428166637,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24113,,,Rendsburger Landstraße,False,91 c,False,,Kiel,10.106041,54.304114,,,,,,,,1990-09-11,,,,,Aktiviert,In Betrieb,,False,,,,PASM NEA Kiel Rendsburger,,,,Mineralölprodukte,225.0,180.0,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66253,SEE972193134971,2021-11-19 14:00:06.082121,,,Verbrennung,,9.0,,In Betrieb,,,KWK939057407039,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas","Erdgas, Erdölgas",,,,,,False,,KWK939057407039,Verbrennungsmotor,,,2021-03-01,SEE972193134971,2021-11-19 14:00:06.082121,SEL924413105896,1,,ABR941240405036,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2021-02-11,,,,,Aktiviert,In Betrieb,,False,,,,Schilksee Haus 3,,,,Erdgas,9.0,9.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2021-03-01,KWK939057407039,,2021-11-19 14:00:06.019622,2021-02-11,,20.0,9.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
66261,SEE922266542530,2021-11-22 09:19:59.612298,,,Verbrennung,,9.0,,In Betrieb,,,KWK937610844574,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK937610844574,Verbrennungsmotor,,,2021-03-01,SEE922266542530,2021-11-22 09:19:59.612298,SEL955033214644,1,,ABR941240405036,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2021-02-11,,,,,Aktiviert,In Betrieb,,False,,,,Schilksee Haus 1,,,,Erdgas,9.0,9.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2021-03-01,KWK937610844574,,2021-11-22 09:19:59.549803,2021-02-11,,20.0,9.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
66534,SEE925906810105,2021-03-08 21:20:02.577599,,,Verbrennung,,2.85,,In Betrieb,,,KWK931582374862,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK931582374862,Verbrennungsmotor,,,2021-03-08,SEE925906810105,2021-03-08 21:20:02.577599,SEL990108262489,1,,ABR911443566049,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2021-02-16,,,,,Aktiviert,In Betrieb,,False,,,,BHKW SenerTec Dachs G2.9 Gen2,,,,Erdgas,2.85,2.85,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2021-03-08,KWK931582374862,,2021-03-08 21:20:01.890100,2021-02-16,,7.0,2.85,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
66827,SEE960691398049,2021-03-17 12:00:07.032704,,,Verbrennung,,390.0,,In Betrieb,,,KWK927550744799,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK927550744799,Verbrennungsmotor,,,2021-03-17,SEE960691398049,2021-03-17 12:00:07.032704,SEL986796355473,1,,ABR961632213834,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24106,,,Steenbeker Weg,False,25,False,,Kiel,10.115433,54.353733,,,,,,,,2012-08-15,,,,,Aktiviert,In Betrieb,,False,,,,BHKW,,,,Erdgas,390.0,390.0,,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,2021-03-17,KWK927550744799,,2021-03-17 12:00:06.454583,2012-08-15,,495.0,390.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
66952,SEE927277426350,2021-11-24 16:07:42.507255,,,Verbrennung,,6.0,,In Betrieb,,,KWK981038526871,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK981038526871,Verbrennungsmotor,,,2021-03-22,SEE927277426350,2021-11-24 16:07:42.507255,SEL990367984580,1,,ABR966576352472,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2020-11-01,,,,,Aktiviert,In Betrieb,,False,,,,BHKW Brahmsweg 41+41a in Kiel,,,,Erdgas,6.0,6.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2021-03-22,KWK981038526871,,2021-11-24 16:07:42.475991,2020-11-01,,13.5,6.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
67305,SEE954022362038,2021-03-31 07:31:55.234003,,,Verbrennung,,100.0,,In Betrieb,,,,,,,0,Aktiviert,,,,,,,,False,,,,Dieselkraftstoff,,,,False,,,True,Kraftwerk,,Verbrennungsmotor,,,2021-03-31,SEE954022362038,2021-03-31 07:31:55.234003,SEL933768181394,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Goethestraße,False,14,False,,Kiel,10.126082,54.327334,,,,,,,,2020-07-08,,,,,Aktiviert,In Betrieb,,False,,,,HKWH Notstromaggregat,,,,Mineralölprodukte,100.0,100.0,,,,,False,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68181,SEE974954096658,2021-04-29 08:11:00.566294,,,Verbrennung,,20.0,,In Betrieb,,,KWK990826204952,,,,0,Aktiviert,,,,,,,,,,,,,,,,,,,False,,KWK990826204952,Verbrennungsmotor,,,2021-04-29,SEE974954096658,2021-04-29 08:11:00.566294,SEL900110139488,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2021-04-28,,,,,Aktiviert,In Betrieb,,False,,,,"BHKW Fontanestr. 5, 24159 Kiel",,,,Erdgas,20.0,20.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2021-04-29,KWK990826204952,,2021-04-29 08:11:00.487771,2021-04-28,,38.7,20.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
68205,SEE994718421359,2022-02-09 15:28:34.104634,,,Verbrennung,,0.75,,In Betrieb,,,KWK978733074417,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK978733074417,Brennstoffzelle,,,2021-04-29,SEE994718421359,2022-02-09 15:28:34.104634,SEL932477329929,1,,ABR910359419913,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24107,,,,,,,,Kiel,,,,,,,,,,2021-02-17,,,,,Aktiviert,In Betrieb,,False,,,,Brennstoffzelle,,,,Erdgas,0.75,0.75,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2021-04-29,KWK978733074417,,2022-02-09 15:28:34.073383,2021-02-17,,1.1,0.75,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
68506,SEE968090651130,2021-05-10 11:35:06.167565,,,Verbrennung,,5.5,,In Betrieb,,,KWK937158961894,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK937158961894,Verbrennungsmotor,,,2021-05-10,SEE968090651130,2021-05-10 11:35:06.167565,SEL900193477781,1,,ABR951295279513,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2021-05-07,,,,,Aktiviert,In Betrieb,,False,,,,Dachs,,,,Erdgas,5.5,5.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2021-05-10,KWK937158961894,,2021-05-10 11:35:05.917565,2021-05-07,,14.8,5.5,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
69034,SEE970160721469,2022-05-03 04:33:08.278792,,,Verbrennung,,140.0,,In Betrieb,,,KWK946724109691,,,,0,Aktiviert,,,,,,,,False,,,,"Erdgas, Erdölgas",,,,False,,,False,,KWK946724109691,Verbrennungsmotor,,,2021-12-20,SEE970160721469,2022-05-03 04:33:08.278792,SEL990823731796,1,,ABR946618922184,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24116,,,Mühlenweg,False,166,False,,Kiel,10.106863,54.331986,,,,,,,,2020-06-01,,,,,Aktiviert,In Betrieb,,False,,,,Blockheizkraftwerk Landespolizeiamt Eichhof Kiel,,,,Erdgas,140.0,140.0,,,,,True,False,,Teileinspeisung (einschließlich Eigenverbrauch),,,,False,False,False,bulk,2024-01-08,2021-12-20,KWK946724109691,,2022-05-03 04:33:08.216294,2020-06-01,,212.0,140.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
69887,SEE932606631961,2021-12-06 13:14:14.427625,,,Verbrennung,,15.0,,In Betrieb,,,KWK974334280660,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK974334280660,Verbrennungsmotor,,,2021-07-15,SEE932606631961,2021-12-06 13:14:14.427625,SEL982439033111,1,,ABR985250519932,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24159,,,,,,,,Kiel,,,,,,,,,,2021-07-07,,,,,Aktiviert,In Betrieb,,False,,,,"BHKW Stromeyerallee 25, 24159 Kiel",,,,Erdgas,15.0,15.0,,,,,False,,,Volleinspeisung,,,,,False,False,bulk,2024-01-08,2021-07-15,KWK974334280660,,2021-12-06 13:14:14.380752,2021-07-07,,31.0,15.0,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
70363,SEE919932990696,2021-08-09 23:38:42.483399,,,Verbrennung,,1.5,,In Betrieb,,,KWK936787717919,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK936787717919,Brennstoffzelle,,,2021-08-10,SEE919932990696,2021-08-09 23:38:42.483399,SEL990129381282,1,,ABR992385904717,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24105,,,,,,,,Kiel,,,,,,,,,,2021-07-19,,,,,Aktiviert,In Betrieb,,False,,,,Heim_Brennstoffzelle_2021,,,,Erdgas,1.5,1.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2021-08-10,KWK936787717919,,2021-08-09 23:38:42.139654,2021-07-19,,0.85,1.5,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
70376,SEE936188546514,2021-12-01 12:58:28.261114,,,Verbrennung,,7.5,,In Betrieb,,,KWK926126270755,,,,0,Aktiviert,,,,,,,,,,,,"Erdgas, Erdölgas",,,,,,,False,,KWK926126270755,Brennstoffzelle,,,2021-08-10,SEE936188546514,2021-12-01 12:58:28.261114,SEL939917475499,1,,ABR939068460221,Deutschland,Schleswig-Holstein,Kiel,Kiel,1002000,24107,,,,,,,,Kiel,,,,,,,,,,2021-02-01,,,,,Aktiviert,In Betrieb,,False,,,,Brennstoffzellen Kaskarde BG15,,,,Erdgas,7.5,7.5,,,,,False,,,Teileinspeisung (einschließlich Eigenverbrauch),,,,,False,False,bulk,2024-01-08,2021-08-10,KWK926126270755,,2021-12-01 12:58:28.229862,2021-02-01,,4.25,7.5,,,False,,bulk,2024-01-08,,,,,,,,,,,,,,,,,
